product_user_id,account_id,email,role,plan_tier,signup_date,last_active_date,is_active
39,209,bob.clark@summittechnologies.com,viewer,professional,2024-12-31,2025-02-28,False
40,56,grace.hall@summitlabs.com,editor,enterprise,2025-02-27,2025-02-20,True
41,486,leo.clark@vanguardplatforms.com,admin,professional,2024-07-14,2025-02-22,True
42,812,eve.lopez@pinnacletechnologies.com,admin,professional,2025-01-18,2025-02-07,True
43,132,uma.clark@summittechnologies.com,viewer,enterprise,2024-11-02,2025-02-03,True
44,594,alice.kim@horizoninc.com,editor,enterprise,2025-01-03,2025-02-26,True
45,721,paul.nguyen@elevategroup.com,viewer,professional,2025-01-09,2025-02-14,True
46,768,xander.jones@pacificlabs.com,editor,free,2022-01-05,2022-01-19,False
47,292,olivia.evans@quantumtechnologies.com,admin,enterprise,2025-02-10,2025-02-15,True
48,531,bob.owens@catalystenterprises.com,viewer,enterprise,2024-06-06,2024-07-30,False
49,202,nate.smith@zenithlabs.com,editor,starter,2024-02-01,2025-01-31,True
50,320,hank.owens@pinnacleholdings.com,editor,professional,2023-11-13,2025-02-27,True
51,968,eve.taylor@catalysttechnologies.com,viewer,professional,2025-01-11,2025-02-17,True
52,952,xander.nguyen@pinnaclesolutions.com,admin,enterprise,2022-11-14,2025-02-05,True
53,928,olivia.evans@vertexsolutions.com,admin,professional,2024-08-23,2025-02-12,True
54,684,karen.smith@horizonsolutions.com,admin,starter,2024-03-23,2025-01-29,True
55,40,jack.hall@pinnacleinc.com,editor,free,2021-09-19,2025-01-30,True
56,753,karen.clark@nexustechnologies.com,viewer,professional,2025-02-18,2025-02-18,True
57,877,eve.jones@fusiontechnologies.com,editor,starter,2021-04-18,2025-02-01,True
58,166,rosa.miller@optimapartners.com,admin,professional,2025-01-12,2025-02-25,True
59,510,alice.foster@vanguardnetworks.com,viewer,professional,2024-03-19,2025-02-18,True
60,564,karen.taylor@velocitygroup.com,viewer,starter,2025-01-19,2025-02-03,True
61,805,dan.hall@pacificdynamics.com,editor,professional,2023-01-14,2025-02-12,True
62,953,xander.jones@horizontechnologies.com,admin,enterprise,2025-02-08,2025-02-28,False
63,848,rosa.davis@vanguardgroup.com,viewer,starter,2024-10-14,2025-01-31,False
64,273,frank.smith@catalystgroup.com,viewer,free,2024-09-18,2024-12-23,False
65,712,steve.evans@atlasplatforms.com,viewer,professional,2024-11-30,2025-02-28,False
66,129,,viewer,starter,2024-10-09,2025-02-28,False
67,690,rosa.foster@vertexsystems.com,admin,professional,2021-07-07,2025-02-24,True
68,154,eve.clark@pacificgroup.com,viewer,enterprise,2025-01-17,2025-02-28,False
69,306,jack.hall@summitnetworks.com,admin,enterprise,2021-04-18,2025-02-06,True
70,482,eve.owens@acmetechnologies.com,editor,starter,2025-01-13,2025-02-11,True
71,45,wendy.park@atlasdynamics.com,admin,professional,2024-11-13,2025-02-21,True
72,671,karen.rivera@fusiongroup.com,editor,enterprise,2024-09-24,2025-02-28,True
73,231,rosa.foster@vertexnetworks.com,viewer,professional,2024-11-30,2025-02-28,False
74,349,,viewer,starter,2023-07-20,2024-06-20,False
75,686,wendy.lopez@acmedigital.com,editor,professional,2021-03-23,2021-10-02,False
76,749,karen.lopez@catalysttechnologies.com,viewer,starter,2025-01-13,2025-02-28,True
77,998,uma.lopez@globalnetworks.com,viewer,professional,2024-10-04,2025-02-28,False
78,914,karen.clark@vanguarddynamics.com,viewer,starter,2025-01-17,2025-02-02,False
79,898,steve.quinn@optimaplatforms.com,viewer,starter,2025-01-08,2025-02-21,True
80,888,grace.lopez@globalsoftware.com,viewer,free,2025-02-01,2025-02-05,True
81,657,xander.lopez@pinnacleplatforms.com,viewer,professional,2024-01-01,2025-02-01,True
82,920,wendy.kim@acmeenterprises.com,viewer,free,2024-06-08,2025-02-18,True
83,435,quinn.nguyen@summitanalytics.com,editor,free,2024-12-06,2025-02-28,False
84,939,wendy.miller@fusionpartners.com,editor,enterprise,2022-03-22,2025-01-30,True
85,420,ivy.smith@pacificdynamics.com,editor,starter,2022-07-30,2022-11-26,False
86,690,xander.foster@vertexsystems.com,editor,professional,2024-05-02,2025-02-12,True
87,204,alice.clark@vertexsolutions.com,editor,free,2024-11-11,2025-02-27,True
88,206,,editor,enterprise,2021-05-01,2025-02-07,True
89,725,alice.smith@summitlabs.com,admin,enterprise,2024-08-31,2025-02-08,True
90,852,ivy.davis@nexuspartners.com,editor,free,2024-07-28,2025-02-28,True
91,623,tina.clark@nexusgroup.com,editor,free,2024-09-11,2025-02-15,True
92,117,frank.lopez@horizonservices.com,editor,professional,2025-01-17,2025-02-03,True
93,610,wendy.smith@atlasgroup.com,viewer,enterprise,2021-02-14,2025-02-26,True
94,913,leo.baker@acmedigital.com,admin,enterprise,2024-07-06,2025-02-01,True
95,87,olivia.baker@acmesystems.com,admin,free,2023-06-01,2025-02-18,True
96,982,rosa.taylor@zenithenterprises.com,viewer,professional,2024-06-15,2024-07-15,False
97,43,jack.baker@vertexservices.com,viewer,professional,2023-09-02,2025-02-21,True
98,743,tina.hall@atlasholdings.com,viewer,free,2024-11-27,2025-02-01,True
99,112,olivia.owens@zenithplatforms.com,viewer,starter,2024-07-09,2025-02-15,True
100,470,uma.owens@novaanalytics.com,editor,starter,2025-02-19,2025-02-25,True
101,874,nate.garcia@vanguardenterprises.com,editor,enterprise,2023-11-30,2025-02-14,True
102,295,karen.foster@optimaservices.com,viewer,professional,2023-06-16,2025-02-25,True
103,318,jack.quinn@synergyenterprises.com,viewer,enterprise,2024-12-13,2025-02-28,False
104,934,steve.evans@optimasolutions.com,admin,enterprise,2025-02-12,2025-02-28,False
105,509,xander.quinn@acmelabs.com,viewer,starter,2023-10-14,2025-02-11,True
106,548,hank.rivera@catalystlabs.com,admin,professional,2024-11-25,2025-02-24,True
107,120,quinn.park@velocitysoftware.com,editor,enterprise,2025-01-18,2025-02-14,True
108,6,steve.nguyen@vanguardsolutions.com,admin,professional,2024-07-28,2025-01-10,False
109,440,frank.foster@velocitysystems.com,viewer,professional,2023-08-12,2025-02-17,True
110,151,karen.owens@novaanalytics.com,editor,professional,2021-11-13,2025-02-21,True
111,782,olivia.miller@pacificlabs.com,viewer,enterprise,2025-02-06,2025-01-30,True
112,957,eve.ingram@elevatesystems.com,viewer,starter,2022-04-20,2025-02-20,True
113,77,frank.miller@acmelabs.com,editor,free,2024-10-24,2025-02-14,True
114,482,paul.ingram@acmetechnologies.com,viewer,starter,2025-01-06,2025-02-28,True
115,487,karen.jones@pinnaclesoftware.com,editor,free,2024-09-12,2025-02-21,True
116,936,steve.kim@apexsystems.com,editor,free,2022-03-13,2025-02-16,True
117,700,tina.kim@synergyholdings.com,admin,starter,2022-04-12,2023-02-15,False
118,28,bob.baker@globalnetworks.com,viewer,starter,2025-02-03,2025-02-07,True
119,815,jack.nguyen@pinnacleservices.com,editor,enterprise,2024-12-01,2025-02-28,False
120,504,uma.davis@nexusplatforms.com,viewer,starter,2024-10-11,2025-02-17,True
121,471,mia.foster@elevategroup.com,editor,starter,2023-08-11,2025-02-16,True
122,692,dan.clark@atlasholdings.com,viewer,free,2022-12-28,2025-02-06,True
123,130,leo.nguyen@apexgroup.com,admin,enterprise,2023-03-29,2025-02-09,True
124,880,nate.clark@horizonsystems.com,editor,starter,2025-02-07,2025-02-23,True
125,829,quinn.kim@fusionpartners.com,editor,enterprise,2024-04-08,2025-02-21,True
126,563,vince.nguyen@atlasenterprises.com,viewer,starter,2025-01-11,2025-01-30,True
127,354,,viewer,starter,2024-02-14,2025-02-23,True
128,829,xander.jones@fusionpartners.com,viewer,enterprise,2025-02-08,2025-02-03,True
129,75,eve.park@elevatesolutions.com,viewer,starter,2024-11-02,2025-01-29,True
130,290,paul.davis@summitsystems.com,editor,professional,2023-02-23,2025-02-15,True
131,944,steve.clark@vanguardsoftware.com,viewer,starter,2024-08-08,2025-01-30,True
132,799,,admin,starter,2024-01-02,2025-02-07,True
133,691,rosa.miller@zenithenterprises.com,editor,starter,2024-09-08,2025-02-14,True
134,759,dan.clark@fusionplatforms.com,editor,enterprise,2024-09-07,2025-02-02,True
135,354,bob.foster@atlassolutions.com,admin,starter,2024-04-02,2025-01-29,True
136,339,frank.miller@acmelabs.com,admin,free,2024-10-23,2025-01-30,True
137,899,nate.garcia@optimalabs.com,viewer,free,2023-02-27,2025-02-26,True
138,776,mia.nguyen@vanguarddigital.com,editor,professional,2021-03-14,2025-02-22,True
139,749,paul.nguyen@catalysttechnologies.com,editor,starter,2025-01-23,2025-02-17,True
140,59,hank.taylor@novanetworks.com,editor,starter,2023-04-13,2025-02-02,True
141,317,carol.nguyen@vertexsolutions.com,admin,enterprise,2022-09-26,2025-02-22,True
142,631,grace.foster@acmecorp.com,editor,enterprise,2022-03-29,2025-02-17,True
143,345,karen.nguyen@optimaanalytics.com,viewer,professional,2021-04-16,2025-02-26,True
144,347,leo.nguyen@nexuspartners.com,editor,enterprise,2025-01-17,2025-02-03,True
145,99,mia.quinn@pinnaclepartners.com,editor,starter,2023-11-15,2025-02-10,True
146,169,rosa.quinn@pacificlabs.com,admin,free,2024-08-11,2025-02-24,False
147,755,carol.owens@globaltechnologies.com,viewer,enterprise,2024-07-11,2025-02-18,True
148,624,carol.adams@summitsolutions.com,admin,professional,2023-10-29,2025-02-18,True
149,344,olivia.evans@atlasholdings.com,viewer,enterprise,2023-02-17,2025-02-23,True
150,272,karen.quinn@atlasservices.com,viewer,free,2024-08-20,2025-02-25,True
151,143,leo.smith@horizonenterprises.com,editor,professional,2025-01-09,2025-02-06,True
152,125,tina.owens@pacificservices.com,viewer,starter,2024-04-26,2025-02-27,True
153,826,dan.smith@apexnetworks.com,admin,professional,2023-01-20,2025-02-19,True
154,880,eve.jones@horizonsystems.com,editor,starter,2023-11-17,2025-02-05,True
155,763,eve.ingram@globalsystems.com,editor,professional,2024-12-27,2025-02-23,True
156,163,wendy.jones@fusionlabs.com,editor,free,2024-02-20,2025-02-01,True
157,85,quinn.jones@novaservices.com,viewer,enterprise,2022-10-01,2025-01-29,True
158,393,quinn.rivera@atlasholdings.com,admin,professional,2025-01-22,2025-02-09,True
159,826,frank.owens@apexnetworks.com,viewer,professional,2024-01-31,2025-02-28,True
160,148,hank.ingram@zenithpartners.com,editor,enterprise,2024-01-07,2025-02-13,True
161,999,,editor,enterprise,2024-05-08,2025-02-18,True
162,356,uma.smith@apexlabs.com,editor,starter,2024-11-28,2025-02-28,False
163,279,quinn.davis@summitdigital.com,editor,enterprise,2024-10-25,2024-12-03,False
164,235,dan.rivera@velocityservices.com,editor,professional,2024-10-31,2025-02-05,False
165,511,ivy.park@acmenetworks.com,admin,enterprise,2024-09-01,2025-02-25,True
166,965,quinn.taylor@catalystholdings.com,viewer,enterprise,2024-01-05,2025-02-13,True
167,168,vince.taylor@nexusnetworks.com,admin,free,2025-02-02,2025-02-28,False
168,514,olivia.ingram@quantumpartners.com,editor,free,2024-10-30,2025-02-26,True
169,459,hank.garcia@globalinc.com,editor,professional,2024-04-28,2025-02-27,True
170,796,xander.evans@velocityplatforms.com,viewer,professional,2023-04-19,2025-02-18,True
171,175,dan.foster@optimasystems.com,editor,starter,2024-11-27,2025-02-18,True
172,541,carol.rivera@globallabs.com,editor,starter,2021-06-14,2025-02-11,True
173,690,grace.jones@vertexsystems.com,viewer,professional,2022-08-17,2025-02-13,True
174,662,paul.rivera@acmenetworks.com,viewer,starter,2024-06-06,2025-02-23,True
175,771,vince.davis@velocitypartners.com,editor,enterprise,2024-12-19,2025-02-28,True
176,566,uma.foster@optimainc.com,admin,professional,2024-03-26,2025-02-15,True
177,985,steve.taylor@summitpartners.com,viewer,starter,2022-05-28,2022-12-28,False
178,485,paul.adams@novasoftware.com,editor,free,2023-01-30,2025-02-22,True
179,938,eve.evans@elevatedynamics.com,admin,enterprise,2025-01-23,2025-02-21,True
180,94,karen.clark@novadigital.com,editor,professional,2024-12-13,2025-02-25,True
181,83,hank.taylor@catalystnetworks.com,viewer,free,2022-08-09,2022-09-15,False
182,221,alice.jones@quantumservices.com,editor,professional,2021-11-02,2025-02-28,True
183,379,uma.owens@optimadynamics.com,viewer,professional,2023-11-14,2025-02-02,True
184,280,,viewer,starter,2022-02-14,2025-01-30,True
185,32,olivia.jones@zenithgroup.com,editor,starter,2024-01-11,2025-01-29,True
186,936,eve.clark@apexsystems.com,admin,free,2024-06-03,2025-02-19,True
187,873,xander.rivera@novagroup.com,editor,professional,2022-11-29,2025-02-22,True
188,317,vince.kim@vertexsolutions.com,viewer,enterprise,2023-06-26,2025-02-09,True
189,159,grace.miller@novapartners.com,viewer,professional,2025-01-03,2025-02-02,True
190,1,ivy.lopez@nexuscorp.com,editor,professional,2024-07-04,2025-02-19,True
191,781,carol.hall@acmesolutions.com,viewer,professional,2024-07-22,2025-02-14,True
192,848,grace.davis@vanguardgroup.com,editor,starter,2023-12-02,2025-02-01,True
193,69,mia.jones@elevatedynamics.com,viewer,enterprise,2023-11-18,2025-02-02,True
194,414,tina.taylor@pinnacledigital.com,viewer,enterprise,2024-07-01,2024-12-30,False
195,920,ivy.park@acmeenterprises.com,viewer,free,2021-05-22,2025-02-24,True
196,53,uma.lopez@elevateplatforms.com,admin,free,2024-10-23,2025-02-28,False
197,354,carol.clark@atlassolutions.com,viewer,starter,2021-12-03,2025-02-11,True
198,472,tina.hall@globalinc.com,editor,starter,2025-01-15,2025-02-28,False
199,922,dan.rivera@quantumdigital.com,editor,free,2024-06-09,2024-08-27,False
200,146,hank.baker@zenithpartners.com,editor,enterprise,2023-11-26,2025-02-22,True
201,687,paul.smith@fusionlabs.com,viewer,free,2024-11-15,2025-02-09,True
202,971,vince.ingram@catalystholdings.com,admin,free,2023-09-21,2025-02-26,True
203,675,uma.garcia@novaplatforms.com,viewer,enterprise,2025-01-14,2025-02-28,False
204,261,frank.hall@acmeplatforms.com,editor,starter,2024-11-17,2025-02-28,False
205,144,ivy.ingram@apexdigital.com,admin,professional,2020-08-21,2025-02-01,True
206,166,carol.hall@optimapartners.com,viewer,professional,2025-02-01,2025-02-28,False
207,16,alice.lopez@novanetworks.com,editor,professional,2024-05-16,2025-02-07,True
208,499,uma.foster@fusionlabs.com,viewer,enterprise,2024-06-26,2025-02-28,False
209,732,mia.owens@nexustechnologies.com,admin,professional,2024-03-22,2024-09-15,False
210,11,paul.rivera@elevatenetworks.com,viewer,professional,2021-12-06,2022-02-20,False
211,80,dan.miller@apexpartners.com,editor,starter,2024-12-15,2025-02-28,False
212,419,hank.evans@acmesolutions.com,editor,free,2021-06-04,2025-02-19,True
213,125,carol.owens@pacificservices.com,viewer,starter,2024-09-01,2025-02-27,True
214,117,dan.evans@horizonservices.com,viewer,professional,2023-10-31,2025-02-18,True
215,589,rosa.taylor@pinnacleenterprises.com,viewer,starter,2023-02-20,2023-10-30,False
216,225,bob.park@pacificplatforms.com,editor,enterprise,2024-09-17,2025-02-26,True
217,468,mia.hall@synergysystems.com,editor,starter,2025-02-25,2025-02-17,True
218,861,uma.quinn@apexservices.com,viewer,professional,2024-12-26,2025-02-16,True
219,356,uma.nguyen@apexlabs.com,editor,starter,2023-04-11,2025-02-24,True
220,254,uma.clark@velocityholdings.com,viewer,starter,2021-12-11,2022-07-15,False
221,796,steve.adams@velocityplatforms.com,viewer,professional,2024-06-25,2025-02-01,True
222,783,,admin,starter,2025-01-26,2025-02-16,True
223,936,tina.taylor@apexsystems.com,editor,free,2025-01-21,2025-01-30,True
224,159,bob.ingram@novapartners.com,editor,professional,2024-08-21,2025-02-15,True
225,419,hank.smith@acmesolutions.com,editor,free,2022-07-16,2023-02-14,False
226,394,rosa.smith@novadynamics.com,viewer,professional,2023-07-24,2025-02-20,True
227,113,eve.foster@fusiondynamics.com,viewer,free,2023-06-30,2023-10-29,False
228,845,alice.hall@elevatesystems.com,editor,enterprise,2024-09-08,2025-02-02,True
229,818,alice.jones@optimaenterprises.com,editor,starter,2025-01-07,2025-02-23,True
230,529,wendy.taylor@novatechnologies.com,viewer,professional,2024-05-05,2025-02-25,True
231,957,hank.quinn@elevatesystems.com,editor,starter,2025-01-24,2025-02-01,True
232,41,mia.miller@synergyenterprises.com,viewer,free,2023-04-01,2023-12-09,False
233,297,quinn.lopez@pinnacleplatforms.com,editor,starter,2023-01-04,2025-02-21,True
234,267,wendy.jones@summittechnologies.com,admin,starter,2025-01-17,2025-02-28,False
235,314,uma.evans@summitcorp.com,viewer,enterprise,2020-11-18,2025-02-27,True
236,164,dan.kim@pinnacleenterprises.com,admin,professional,2024-01-06,2025-02-13,True
237,572,karen.ingram@fusiondigital.com,admin,professional,2020-03-14,2025-02-23,True
238,417,xander.taylor@novainc.com,viewer,free,2021-07-12,2022-02-19,False
239,175,tina.davis@optimasystems.com,editor,starter,2022-10-25,2025-02-11,True
240,979,paul.jones@globaltechnologies.com,admin,starter,2025-01-12,2025-02-04,True
241,709,carol.taylor@pinnacleenterprises.com,editor,starter,2025-01-08,2025-02-28,False
242,582,leo.park@globalholdings.com,admin,professional,2024-08-23,2025-02-06,True
243,488,nate.ingram@vanguardenterprises.com,viewer,professional,2025-01-04,2025-02-28,False
244,330,hank.taylor@vertexpartners.com,viewer,free,2023-12-24,2025-02-15,True
245,298,eve.ingram@horizoncorp.com,viewer,enterprise,2023-01-04,2025-02-17,True
246,101,jack.baker@summitservices.com,viewer,starter,2024-12-25,2025-02-28,False
247,92,vince.clark@catalystholdings.com,editor,free,2024-12-11,2025-02-01,True
248,515,carol.park@apexsystems.com,viewer,starter,2025-01-31,2025-02-28,False
249,771,vince.quinn@velocitypartners.com,admin,enterprise,2024-12-13,2025-02-03,True
250,923,hank.kim@catalysttechnologies.com,viewer,starter,2021-04-26,2025-02-11,True
251,430,grace.adams@vanguardanalytics.com,editor,starter,2022-09-27,2023-09-03,False
252,938,steve.evans@elevatedynamics.com,viewer,enterprise,2022-12-09,2023-03-07,False
253,695,vince.foster@velocityinc.com,viewer,enterprise,2023-11-22,2025-02-04,True
254,611,carol.adams@quantumservices.com,viewer,starter,2025-01-02,2025-02-23,True
255,715,uma.smith@vertexpartners.com,viewer,professional,2022-10-15,2023-07-14,False
256,852,grace.ingram@nexuspartners.com,editor,free,2025-02-03,2025-02-16,True
257,774,carol.adams@velocityanalytics.com,viewer,starter,2024-07-22,2025-02-23,True
258,414,eve.lopez@pinnacledigital.com,admin,enterprise,2022-11-12,2025-02-06,True
259,363,olivia.rivera@acmesystems.com,viewer,starter,2024-08-16,2025-02-10,True
260,403,steve.davis@optimagroup.com,admin,professional,2023-10-22,2025-02-20,True
261,732,quinn.miller@nexustechnologies.com,viewer,professional,2023-02-08,2025-02-26,True
262,918,wendy.davis@zenithpartners.com,admin,professional,2023-11-09,2024-04-23,False
263,577,olivia.clark@apexinc.com,editor,starter,2021-09-26,2025-02-25,True
264,185,hank.adams@catalystdynamics.com,editor,free,2023-02-27,2025-02-13,True
265,89,bob.jones@vertexlabs.com,viewer,starter,2024-05-05,2025-02-28,True
266,59,jack.foster@novanetworks.com,viewer,starter,2023-06-21,2024-03-04,False
267,641,grace.garcia@summitanalytics.com,admin,free,2024-09-09,2025-02-28,False
268,448,nate.foster@vertexdynamics.com,viewer,starter,2023-06-20,2025-02-28,True
269,348,hank.adams@quantumdynamics.com,admin,free,2025-02-02,2025-02-28,False
270,166,jack.miller@optimapartners.com,editor,professional,2024-12-24,2025-02-05,True
271,490,,viewer,enterprise,2022-10-13,2025-02-11,True
272,662,karen.miller@acmenetworks.com,viewer,starter,2024-07-23,2025-02-16,True
273,593,eve.foster@globalholdings.com,viewer,enterprise,2024-03-19,2024-11-16,False
274,743,eve.garcia@atlasholdings.com,editor,free,2024-11-22,2025-02-21,True
275,491,ivy.davis@pacifictechnologies.com,viewer,professional,2024-06-15,2024-09-14,False
276,102,carol.garcia@atlascorp.com,admin,professional,2025-01-15,2025-02-14,True
277,312,olivia.kim@vertexholdings.com,editor,professional,2025-02-09,2025-02-03,True
278,614,tina.nguyen@catalystsoftware.com,viewer,enterprise,2024-06-22,2025-02-24,True
279,379,vince.jones@optimadynamics.com,viewer,professional,2023-06-03,2025-02-02,True
280,129,nate.evans@vertexsoftware.com,editor,starter,2024-10-15,2025-02-12,True
281,198,frank.quinn@globalholdings.com,admin,free,2024-10-06,2025-01-29,True
282,79,wendy.miller@pinnacleservices.com,viewer,starter,2022-03-22,2025-02-22,True
283,892,eve.davis@horizonnetworks.com,viewer,professional,2024-06-17,2025-01-29,True
284,372,alice.smith@zenithlabs.com,editor,free,2024-03-13,2025-02-22,True
285,715,paul.foster@vertexpartners.com,editor,professional,2022-12-03,2023-08-28,False
286,203,quinn.lopez@fusiondynamics.com,admin,starter,2025-01-08,2025-01-30,True
287,481,leo.lopez@novadigital.com,viewer,free,2024-03-15,2025-02-07,True
288,470,uma.lopez@novaanalytics.com,viewer,starter,2024-12-02,2025-02-16,False
289,722,ivy.kim@quantuminc.com,viewer,starter,2021-03-05,2025-02-09,True
290,677,leo.baker@elevateservices.com,viewer,professional,2020-11-06,2025-02-01,True
291,726,steve.owens@pinnaclesolutions.com,editor,enterprise,2024-07-26,2025-02-26,True
292,603,bob.smith@zenithgroup.com,editor,enterprise,2024-07-08,2024-07-18,False
293,924,tina.rivera@apexholdings.com,editor,starter,2024-08-12,2025-02-10,True
294,416,dan.rivera@pinnaclesoftware.com,viewer,professional,2024-03-24,2025-02-17,True
295,130,rosa.quinn@apexgroup.com,editor,enterprise,2023-10-17,2025-02-12,True
296,683,eve.rivera@globaldynamics.com,viewer,enterprise,2023-05-09,2023-10-27,False
297,70,nate.park@pinnacletechnologies.com,editor,professional,2024-05-03,2025-02-10,True
298,688,nate.clark@pinnacletechnologies.com,viewer,enterprise,2022-06-28,2025-01-31,True
299,190,eve.foster@novasystems.com,admin,professional,2025-02-08,2025-02-15,True
300,348,mia.nguyen@quantumdynamics.com,admin,free,2024-10-26,2025-02-28,False
301,324,carol.foster@atlasdigital.com,editor,professional,2024-02-12,2024-07-09,False
302,142,frank.foster@catalystanalytics.com,admin,professional,2022-08-30,2023-08-01,False
303,71,frank.evans@summitenterprises.com,editor,starter,2023-07-27,2025-02-09,True
304,781,vince.nguyen@acmesolutions.com,viewer,professional,2024-03-10,2025-02-18,True
305,360,,viewer,enterprise,2024-12-12,2025-02-28,False
306,811,paul.rivera@globaldigital.com,editor,enterprise,2025-01-25,2025-02-28,False
307,644,uma.evans@velocityholdings.com,editor,enterprise,2025-02-05,2025-02-24,True
308,93,grace.nguyen@velocitypartners.com,viewer,professional,2023-08-26,2025-02-13,True
309,643,leo.park@fusionservices.com,editor,free,2025-01-05,2025-02-06,True
310,767,,admin,starter,2024-07-29,2025-02-26,True
311,630,hank.smith@nexusholdings.com,viewer,professional,2024-02-20,2025-02-28,True
312,364,jack.kim@vertexdigital.com,editor,professional,2024-10-29,2025-02-07,True
313,555,ivy.owens@globallabs.com,editor,starter,2022-07-10,2022-08-29,False
314,25,alice.evans@nexusinc.com,viewer,professional,2024-08-02,2025-02-28,False
315,123,dan.garcia@optimasoftware.com,viewer,starter,2022-08-25,2023-07-15,False
316,425,hank.evans@elevatetechnologies.com,editor,enterprise,2025-02-09,2025-02-28,False
317,267,wendy.hall@summittechnologies.com,admin,starter,2025-01-06,2025-02-28,True
318,903,steve.smith@velocityinc.com,admin,professional,2024-05-30,2025-02-01,True
319,539,steve.smith@catalystholdings.com,editor,enterprise,2024-05-15,2025-02-17,True
320,589,xander.ingram@pinnacleenterprises.com,editor,starter,2024-04-01,2025-02-24,True
321,298,tina.smith@horizoncorp.com,viewer,enterprise,2022-09-22,2025-02-24,True
322,656,frank.foster@vanguardcorp.com,viewer,professional,2023-11-29,2024-02-07,False
323,248,frank.smith@vanguardholdings.com,viewer,professional,2023-07-12,2023-08-14,False
324,612,olivia.foster@catalystsolutions.com,viewer,enterprise,2024-12-27,2025-02-24,True
325,12,dan.hall@elevateenterprises.com,admin,starter,2024-12-20,2025-02-10,True
326,311,eve.miller@horizonpartners.com,viewer,professional,2023-11-13,2025-02-07,True
327,27,quinn.miller@elevateplatforms.com,admin,enterprise,2024-12-27,2025-02-28,False
328,823,tina.evans@synergysystems.com,editor,free,2024-11-29,2025-02-28,False
329,938,wendy.rivera@elevatedynamics.com,viewer,enterprise,2023-09-08,2025-02-10,True
330,285,jack.clark@elevatelabs.com,viewer,professional,2024-12-06,2025-02-07,True
331,706,nate.davis@fusionsystems.com,viewer,starter,2020-09-16,2025-02-10,True
332,535,vince.adams@elevatepartners.com,admin,enterprise,2024-09-04,2025-02-08,True
